Label,Claim
0,"Says 19,000 text messages exchanged between former FBI officials that were ""purposely and illegally deleted ... would have explained (the special counsel investigation) hoax."""
1,Did Jim Thorpe Wear Mismatched Shoes at the 1912 Olympics?
0,Did Nostradamus Predict the World Will Fall After a 'Feeble Man' Rules?
0,Was a Real Mermaid Found in India?
0,Did 'Jack Sparrow House' Air on Quibi?
0,George Soros Killed While Visiting His Home Country?
0,Jackie Chan is dead.
1,Did Texas Students Hold a Mock Slave Auction on Snapchat?
0,Is This an 1800s-Era Drug Store with a Marijuana Leaf Sign?
0,Adam Schiff Paid Witnesses Over $40 Million To Testify Against Trump
0,Is L.L. Bean Refusing to Hire Registered Gun Owners?
1,"Says the person who Florida U.S. Rep. Allen West first hired as chief of staff told people attending a Tea Party rally that, 'We will use bullets if ballots don't work.'"
0,Did Rush Limbaugh's Net Worth Leave His Family 'in Tears'?
0,Video: Did a Boater Really Capture a Volcanic Eruption?
1,"Israel's per capita income ""is greater than probably three-fourths of the rest of the world."""
1,Canada's Immigration Web Site Crashed After 2016 U.S. Election?
1,Was Morgan Freeman on 'The Electric Company'?
1,Eric Clapton's Tears in Heaven
0,Did This Video Show a Dog Rescued from Train Tracks?
1,"Yes, 'Turkey Dinner Candy Corn' Is a Real Thing"
0,Did Heinz Launch a New Condiment Called 'Mayoreo'?
1,"""Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nation’s dropouts."""
0,Did Migrants Destroy a Car in Italy?
0,Tim Kaine Yells at His Daughter
0,Is This a Text from an NHS Worker?
1,The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.
0,Did Obama Apologize for Dropping the Atomic Bomb on Japan?
1,"""More than 20 million people are at risk of dying from starvation within 6 months in 4 nations."""
1,Was a Violently Racist Carnival Game Once Popular in America?
0,Dejywan Floyd Is Not George Floyd's Brother
0,Is Photo of Elvis and Lisa Marie Presley on Christmas Morning Real?
0,Winston Churchill on the Arts
1,Did a Sign in Alaska IHOP Blame Biden for Curtailed Hours?
1,CNN Took 'Crooked' Out of Trump Tweet About Clinton
0,Was a Search Warrant Just Executed at the Obama Residence?
1,Did Russian Embassy in US Retweet Candace Owens ‘Russian Lives Matter’ Post?
1,Did Blood Gather in Joe Biden's Eye During a CNN Town Hall Debate?
1,Virginia ranks “in the bottom third of states” in administering the COVID-19 vaccine.
0,"No, McDonald's Isn't Charging a 'Caucasian' Service Fee"
1,Should You Bang or Honk to Save Cats Sleeping on Tires?
0,Has Phillip Morris Introduced 'Marlboro M' Marijuana Cigarettes?
1,"The GOP’s Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also ""expand the entitlement"" by giving subsidies to higher-income people ""that Obamacare never helped."""
1,"""Polls show that 96 percent of New Jerseyans – and 95 percent of gun households in the state – support expanding background checks to keep guns away from those who shouldn’t have them."""
0,Should a Bottle Always Be Put on Tires When Parked?
0,Ladimir Elensky? Fake Time Magazine Cover Omits 'Z' and 'V'
1,Does Denmark Have a Real Children’s TV Show About a Man With a Giant Penis?
1,Did a WWII Vintage Bomber Crash-Land off Florida Beach in April 2021?
1,Did 'American Idol' Finalist Leave Show Over Video Featuring KKK-Style Hood?
1,Says she is co-owner of Celilo Group Media.
1,"""Historically,"" Senate ratification of arms control treaties ""has been bipartisan."""
0,Is Emma Watson Retiring from Acting?
1,Is This a Real Transcript from a Trump Interview with Hannity?
1,"""Since World War II, only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama."""
0,'Lame Duck' Supreme Court Clause
0,Did Oprah Winfrey Suffer a 'Tragedy' and Endorse Keto Weight Loss Gummies?
1,Did Pelosi Visit Hair Salon Closed Due to COVID-19?
0,'Darkwing Duck' April Fool's Day Joke Recirculates
1,"In the U.S., ""African-Americans continue to be arrested at nearly three and one half times the rate of whites"" on marijuana charges."
0,Is a Risqué Image of Sand Dunes Hidden in 'The Lion King'?
1,"In COVID-19 crisis, “only 20% of African Americans had jobs where they could work from home.”"
1,Do Photos Show Rioters with Zip Cuffs at US Capitol?
0,Did Trey Gowdy Join President Trump's Legal Team?
0,Did CNN Publish Contradictory Articles on Hydroxychloroquine?
0,New Regulation Bans Children from Riding on Motorcycles
1,Were 11 Iranians Arrested at US-Mexico Border?
0,Will a New 'Twilight' Movie Feature Jacob and Renesmee?
1,Can Voters Ask for Provisional Ballots If They Are Turned Away at Polls?
0,Was the Sandy Hook Elementary School Shooting a Hoax?
1,"Says the city of Portland has one manager for every six ""front-line"" workers."
1,Did Marjorie Taylor Greene Get PPP Loan Forgiveness?
1,"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care."""
1,"“Republican elected officials, a network of propaganda publications in the state and some radio shock jocks” were spreading “a lie” about his daughter breaking COVID-19 restrictions."
1,"""For every $10,000 invested in business incubators, up to nearly 70 local jobs are generated."""
0,"No, Darth Vader Didn't Actually Say 'Luke, I Am Your Father'"
1,"""75 percent of the town boards in Wisconsin have no women on them at all."""
1,Concrete Arrows Across the U.S.
0,Young Protester Stares Down Police
1,Is Kyle Rittenhouse's Race Described Differently in Separate Court Records?
1,"""When I saw corruption and sexual harassment cover-ups I called on Sheldon Silver to resign."""
1,Did Jeff Sessions Say He's Amazed a Judge 'On an Island in the Pacific' Can Block Executive Orders?
1,Did a German Woman Get Fined for Sharing a Meme on Facebook?
0,Were California Wildfires Started by Direct Energy Weapons?
0,"""Kamala Harris is NOT eligible to be President."""
0,Photograph Shows President Obama Holding Che Guevara T-Shirt
0,Did Trudeau Tell Canadians to Stop Talking to Unvaccinated Relatives?
0,Did Bill Nye Say Gender is Determined 'by Your Chromosomes?'
0,Is This President Trump at the Golf Course?
1,"Yes, Activists Took Down the Texas GOP's Website Over Restrictive Abortion Law"
1,"Real wages ""went up last year 1.1%."""
1,Did Ice Cream Test Positive for COVID-19?
0,"Did Roy Moore Receive 953 Votes to Doug Jones' 5,327 in a Town of 1,867 Registered Voters?"
1,Capri Sun Mold Warning
0,Was Barack Obama the First Ex-President to 'Publicly Speak Against' His Successor?
1,"""Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!"""
0,Was a Child’s Skull Found at an Alleged Sex-Trafficking Bunker Area in Tucson?
1,"Both the Democratic and Republican candidates for president in 2016 are ""quite unpopular."""
0,Russian Scientists Invent Instant Skin Lightener
1,Did a Professor Berate a Student Unable to use Internet Due to Myanmar Coup?
0,'Rain Falling in One Spot'
0,Did Stormy Daniels Die and Leave a 'Suicide Note' with a Stunning Admission?
1,Is This a Photograph of Donald Trump's Mother?
0,Betty White on 'Grow Some Balls'
0,Mysterious Creature Filmed in Portuguese Desert
0,Does Drinking Cold Water After Meals Cause Cancer?
0,Is This Photo of an Automobile 'Neck Belt' from the 1960s Real?
0,Daddy Longlegs Is the World's Most Poisonous Animal?
1,Is Budweiser Giving Away a Free Beer to People Who Have Been Vaccinated?
1,"""Leah Vukmir OPPOSES Buy American legislation."""
1,"In the last 10 years, Georgia’s middle class income has dropped $6,500."
1,Did Biden Waive Sanctions on Russia-to-Germany Pipeline?
1,Is Nestle Still Operating in Russia?
0,“No candidate has ever won both Florida and Ohio and lost.”
0,Did Julia Roberts Say Michelle Obama 'Isn't Fit to Clean Melania Trump's Toilet?'
1,Shunned Serviceman
0,Did Trump Tweet George Floyd's Family Was 'Honored to Hear from Me'?
0,Is It 'Reddi-Wip' Or 'Reddi-Whip'?
1,"Says there are ""concrete examples"" of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms."
0,Cetacean Harvestation
1,"Kentaro Miura, Creator of ‘Berserk’ Manga Series, Dead at 54"
1,John McCain on the Democratic Party
1,Is This a Photo of a Martian Sunset?
0,Can WD-40 Fix Cracked Phone Screens?
1,Did Larry the Cat Outlast These British Prime Ministers?
0,Sanitary Pad Warning
1,"""Some politicians … want to put new taxes on a lot of groceries."""
0,NFL Fines Pittsburgh Steelers $1M Each for Skipping National Anthem?
1,"""I’m one of the first guys to introduce a climate change bill, way, way back in ‘87."""
1,Was a Coral Reef Taller Than the Empire State Building Discovered in the Great Barrier Reef?
0,"Flight Crew Takes a Knee, Leaving New Orleans Saints Stranded on Runway?"
1,Does This Photo Show an Anti-Semitic Sign at a COVID-19 Lockdown Protest?
0,Did a Pink Volcano Erupt in New Zealand?
0,Did Kurt Russell Say Democrats Should Be Declared 'Enemies of the State'?
0,Is 'Blue Monday' the Most Depressing Day of the Year?
0,Denzel Washington Switches to Trump
1,Did Fishermen Rescue an Animal from an Iceberg?
1,Can You Replace Your Grass with Red Creeping Thyme?
0,Was Photographer Michio Hoshino Killed by a Bear?
1,"The estimated price of President Trump’s border wall is the same as the cost of ""one and a half aircraft carriers."""
1,Are Russia's and Alaska's Diomedes Islands Only 2.5 Miles Apart?
0,Did the World's Most-Pierced Person Die Going Through Airport Metal Detectors?
0,Is an Asteroid Expected to Hit Earth Around Christmas?
1,"Says she has bipartisan support, including ""53 sheriffs throughout the state, Democrats and Republicans."""
1,"""Decorated Marine, two-tour Iraq war vet."""
0,Did an Australian Archbishop Call Pedophilia a 'Spiritual Encounter With God'?
0,Knock and Slash Car Warning
1,Joe Biden “wants to get rid of something called ‘stepped up basis’” that reduces inheritance taxes.
0,Lady Gaga Arrested for Twitter Attack on Melania Trump
0,Will Hillary Clinton Read the Audiobook Version of “Fire and Fury”?
0,"Maryland Refusing Electoral College, Hillary Given Presidency As More States Follow?"
1,"“The federal American Rescue Plan will purchase more food from farmers for distribution."""
0,Was a Man Hospitalized to Remove a Lodged Fidget Spinner?
0,Does Biden Have A 'Chinese Bodyguard'?
0,Joe Jackson Death Hoax
1,Did Mark Cuban Really Launch a New Online Pharmacy?
1,Did Netflix Announce Official Release Date for 'Stranger Things' Season 4?
1,Ed Mezvinsky — Father of the Groom
0,Was a Snake Dropped on a Family Barbecue By a Hawk?
0,"Says Joe Biden planned a winter storm as ""warfare, an attack on Texas by altering the jet stream."""
1,Is Pic of Froot Loops Pizza Real?
0,Did El Chapo Put a $100M Bounty on Trump's Head?
0,"Did Kurt Russell Say President Trump Was 'Relentless,' 'Dedicated' and 'Determined?'"
1,"Says 70 percent of benefits in Donald Trump’s proposal for child care ""go to the people making over $100,000 a year."""
1,Hillary Clinton: 'Marriage Is Always Between a Man and a Woman'
0,Will Voting in North Dakota Result in the Loss of Hunting Licenses from Other States?
0,Eiffel Tower Set Ablaze by Terrorists
0,The Trump administration put secret watermarks on official ballots to trick cheating Democrats.
0,Was a Texas County Deputy Killed by Muslim Refugees?
0,Did the Kray Twins Use an Elephant to Rob a London Tram?
1,"""Our government right now. . . (is) spending 40 percent more than what we take in."""
1,"Says under federal law ""we do not have any limitation on the number of guns and bullets we can buy."""
0,"No, Defense Secretary Lloyd Austin Isn't Considering 'Defunding, Maybe Disbanding' US Army"
0,Did US Veteran Jacob Rivas Sell His Medals to Buy Groceries?
0,House Republicans Schedule Obama Impeachment Hearings
1,"Ted Cruz was ""the longest-serving solicitor general in the history of Texas."""
1,Will Trump's Name Appear on COVID-19 Stimulus Checks?
0,Did US Intelligence Eliminate a Requirement That Whistleblowers Provide Firsthand Knowledge?
0,Was a Pedophile’s Decapitated Corpse Found on a Judge’s Doorstep After a Bail Hearing?
0,"Kobe Bryant’s ""untimely death has been planned for a while."""
0,'When You Need to Get Her Drunk'
1,Did a Football Fan Sit on an American Flag While Wearing a Shirt Reading 'I Stand for the National Anthem'?
0,Did CNN Alter Esteban Santiago's Photograph?
1,Did a Flock of Birds Crash into the Ground in Mexico?
0,“The White House referred to Christmas trees as Holiday Trees for the first time this year.”
1,"The 2018 Academy Awards show was the ""lowest rated Oscars in HISTORY."""
1,Did Lawmakers Demand the Pentagon Disclose If It Developed Weaponized Ticks?
0,Trump Gets a Spray Tan Before Appearing on Television?
0,Is Actor Michael J. Fox's Middle Name 'Jello'?
1,"In West Virginia, ""personal income tax collections (were) up 14% from 2017."""
0,Did Ernest Hemingway Write a Six-Word Story to Win a Bet?
1,Is This Bloomberg with Jeffrey Epstein Associate Ghislaine Maxwell?
1,"Says ""80 percent of the health care dollars are spent by 20 percent of the population."""
0,Is This Orangutan Signing for Help?
1,Did a School Employee Tweet 'Who's Gonna Take One for the Team and Kill Kavanaugh?'
0,Woman Kicked Out of Ladies' Bathroom by Police After Being Mistaken for Transgender
1,Did Jon Voight Urge Americans to 'Fight for Donald Trump'?
1,Does Pic Show Italian Police Ticketing Woman for Wearing Bikini in 1950s?
1,"Jason Carter backed three of Nathan Deal’s budgets but accuses the governor of ""underfunding education."""
1,"""After World War II, we tried, convicted, and, in some cases, executed Japanese soldiers for war crimes that included charges of waterboarding."""
1,Did John Wayne Say He Believed in White Supremacy?
0,Did a Professor Use Grade Averaging to Teach About Socialism?
0,McDonald’s Employee Admits to Ejaculating in Big Mac 'Secret Sauce' for Nearly 2 Years
1,"""You have to get a license to fish on our beaches."""
0,Chris Collins Says John Lewis Is 'Like a Spoiled Chimp That Got Too Many Bananas'?
1,Did Obama's Portraitist Paint an Image of a Black Woman Holding the Severed Head of a White Person?
0,Has Fake Snow Been Falling on the U.S.?
1,A congressional laundry closed due to the partial government shutdown.
1,"At the 50 Milwaukee schools serving ""at least 80% African-American and at least 80% low income"" students, the reading proficiency is 8%."
0,Did a Funeral Home Owner's Son Build a 'Sex Doll' Out of Body Parts?
1,"The status quo led the General Assembly to reduce pension payments four straight years starting in 2005, costing billions of dollars as the delay in contributions essentially borrowed from pension funds at a very high interest rate."
1,Does This Picture Show a Pregnant Melania Trump Posing on a Jet?
0,Holiday for Atheists
0,Obama Declares His Family Will Move to Canada If Trump Is Elected
1,"""Photo ID is not required for those who vote by mail."""
1,Was a Hospital Employee in Italy Accused of Skipping Work For 15 Years?
0,Did 'The Simpsons' Predict Tom Hanks' Role on Biden's Inauguration Day?
0,Did an Alabama Man Create a 'Real-Life Human Centipede'?
1,Was Raphael Warnock Arrested at the Capitol in 2017?
1,"Says Roy Moore said a ""practicing Muslim should not be a member of Congress because of his faith."""
1,“Wisconsin is one of the few states that doesn’t allow absentee ballots to be processed before Election Day.”
1,"""I'm the only candidate who has not accepted money from Carl Paladino nor LPCiminelli; two of the biggest developers in the city of Buffalo."""
0,Peer-Reviewed Study Proves All Recent Global Warming Fabricated by Climatologists?
1,Did MyPillow Offer Discounts With Codes Like 'QAnon' and More?
1,"""The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000."""
0,Do Canine Carry Outs Contain 'Anti-Freeze' That Is 'Poison' to Dogs?
0,Did Four AI Robots Kill 29 Scientists in Japan?
0,Did More Mass Shootings Take Place Under Obama Than Any Other President?
1,"Last year, ""we saw the first reduction in the federal prison population in 32 years."""
0,Hunter Nearly Killed by Brutal Sexual Assault From Moose
1,Most of Kathy Manning’s donors are from out-of-state.
0,Did Mike Huckabee Discover a 'Secret Homosexual Handshake'?
0,Is 'Center for Global Human Population Reduction' Inscribed on a Gates Foundation Building?
1,AMC to Provide Open Captions at Some Theaters
1,"Says his transportation plan ""would make Virginia the first state in the nation to eliminate the state tax on gasoline."""
0,Is This a Real Trailer for 'Forrest Gump 2'?
0,Is This Justin Trudeau Watering a Tree in the Rain?
0,Was a Migrant Girl Found With '20 Types of Semen in Her'?
1,"Florida’s coastal and stormwater infrastructure are ""two of the most critical areas during a storm, and received D-plus and D ratings, respectively, by the American Society of Civil Engineers in 2016."""
1,“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”
1,Did Trump Promote Goya Foods from the Oval Office?
1,Did a 1934 'Television Newspaper' Cartoon Predict Internet News?
1,Hillary Clinton and the Victims of War
1,"Richard Cordray’s nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history ""that a political party has blocked a nomination of someone because they didn't like the construction of the agency."""
1,Did Clifford Walker Say at a 1924 KKK Rally That He Would Build a 'Wall of Steel' Against Immigrants?
1,"""The national economy was strong in its largest expansion of private sector jobs before President Trump came into office."""
1,Did Empire State Building Display 'Siren' Lights During COVID-19 Pandemic?
1,Was a Group of High Schoolers Photographed Performing a Nazi Salute?
1,Was U.S. President Andrew Johnson Impeached in 3 Days?
1,"""Sen. Obama has never taken on his party leaders on a single major issue."""
0,Are Thieves Handing Out Key Rings at Gas Stations to Track Victims?
0,Does Putting a Raw Cut Onion in Your Sock Cure Medical Ailments?
1,"Yes, the New York City Marathon Returns in November 2021"
1,"Was a Giant, 14-Pound Possum Killed in Minnesota?"
1,Did Fox News Display a 'Treason for the Season' Graphic?
1,"""Jackie Evancho’s album sales have skyrocketed after announcing her inauguration performance."""
1,Did a 2001 Albums's Cover Art Depict a Flaming WTC?
0,Did Trump Know the Identity of 'Anonymous' Admin Insider?
1,Did Methodists Bring Church Charges Against Jeff Sessions?
0,Did Thomas Jefferson Warn About the Dangers of Governmental Interference In Medicine?
1,"""More than 27,000 Rhode Island jobs depend on trade with Canada."""
0,Did Rapper DMX Die?
1,"Rhode Island has the ""worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska."""
0,Did Trump Say People Who Didn't Attend His Rally Should Be Arrested?
0,Did Fox News Use a Reality Winner Parody Twitter Account During a Live Broadcast?
0,6 Days of Darkness in December 2020?
0,Jesus Statue 'Miraculously' Opens Eyes
0,Sarah Palin on Slavery
1,"Says that ""unlike Texas, Missouri has a perfect AAA credit rating."""
0,NYPD Looking to Press Charges Against Bill Clinton for Underage Sex Ring
1,Does a Video Show a Real Yellow Turtle?
1,Did the Florida Shooter's Instagram Profile Picture Feature a 'MAGA' Hat?
0,Video Showing Bill Clinton Rape of 13-Year-Old Girl Plunges Presidential Race Into Chaos
1,"Yes, Portuguese Protesters Illuminated Russian Embassy With Ukraine's Flag"
0,Does This Photograph Show Barack Obama with Prince Al-Waleed bin Talal?
1,"Says ""one in four women and one in seven men have been victims of domestic violence in their lifetime."""
1,Did Police Warn That Facebook Quizzes Could Lead to Identity Theft?
0,Do Yellowstone Earthquakes Foretell a Coming Cataclysm?
0,Is This Amazing Bouquet Catch Real?
0,Mike Pence Promises to Create the Department of Anti-Witchcraft?
1,"Yes, 'Scream 5' Is Happening"
0,"Did Woman Win $1,000 in Carnation Slogan Contest By Submitting a Bawdy Verse?"
1,Evilstick 'Princess Wand' Images Horrify Parents
1,Bringing a Gun to a Knife Fight
0,Did London Mayor Sadiq Khan Defend 9/11 Terrorists?
1,"""The average homeowner spends more than $2,000 each year on energy costs – more than on either real estate taxes or homeowners insurance."""
1,Is This a Photograph of a Playground from 1900?
0,Was a Chinese Restaurant in Florida Shuttered for Serving Dog Meat?
1,Is Disney Making 'Sister Act 3'?
1,“Pipelines do not freeze. They are naturally insulated. They’re buried beneath the ground.”
1,"Rep. Paul Ryan's budget proposal cuts ""nothing"" from Medicare, Social Security or defense in the next two to three years, and ""in three years, he does not cut one dime from the debt."""
0,Did Kanye West Buy Spotify?
0,Cleveland Browns Forced to Issue Refunds to 90 Percent of Season Ticket Holders?
1,"""More college graduates are living at home than in decades."""
0,Is This Woman's Bouffant Bogus?
0,The Nashville bombing was an attempt to stop an AT&T audit into Dominion software and cover up election corruption.
0,Says Joe Biden talked about eating wooden corn dog sticks.
0,Was the 'Law to Separate Families' Passed in 1997 or 'by Democrats'?
0,Is COVID-19 a Bacterial Infection Easily Cured with Aspirin?
1,Are Tokyo Olympic Medals Made from Recycled Phones?
1,Did the NRA Support a 1967 'Open Carry' Ban in California?
1,"“In my state, as in many other states, we have governors who are closing down businesses again.”"
0,Did the U.S. Government Warn About Bananas Contaminated with Zika?
1,Did NFL Player Isaiah Crowell Post an Image of a Police Officer Being Killed?
1,"Says the Senate Intelligence Committee has held 10 public hearings this year, ""more than double that held by the committee in any recent year."""
1,Did Superman Advocate Respecting Diversity in the 1950s?
0,Says a photo shows Bill Clinton and Christine Blasey Ford posing for a camera and smiling together.
1,Did Trump Pardon a Turkey That 'Refused To Concede' an Election?
1,"Newt Gingrich ""teamed with Nancy Pelosi and Al Gore on global warming."""
1,Says the media distorted what happened with a baby at his rally.
1,It’s not currently “legal for a New York state student to have a glass of fresh whole milk.”
1,Did Jared Kushner-Owned Properties in Baltimore Violate Building Code Rules on Rodent Infestation?
0,"Says Italian Prime Minister Giuseppe Conte said, “We have lost control, we have killed the epidemic physically and mentally. Can’t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the Sky, God rescue your people.”"
0,Did the Communist Party of the USA Endorse Hillary Clinton?
1,"Polls show that Americans ""overwhelmingly"" support ""expanding background checks."""
0,Did Police Find Bodies in Freezers with 'Black Lives Matter' Carved into Their Skin?
1,"Yes, Cigarettes Were Once Used to Treat Asthma"
0,Why Is Coffee Called a 'Cup of Joe'?
1,Cent to College
1,Most state employees could pay twice as much toward their health care premiums and it would still be half the national average
1,Is Moderna a Sponsor of the 2022 US Open?
1,The state budget will include scholarship money for minority students as a concession to Senate Democrats for supporting the GOP-initiated transportation bill.
0,1908 Pirates-Cubs Pennant Controversy
1,"""Forty-three million Americans are on food stamps."""
0,Student Forced to Remove Help 4 Heroes Wristband
1,"""Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon."""
0,"No, Anne Frank Did Not Say 'Dead People Receive More Flowers'"
0,Was the Fox News Channel Banned in Canada?
1,"West Virginia has ""the nation’s lowest workforce participation rate, which hovers around 50 percent, when the national average is about 63 percent."""
1,Is Ohio's $1M COVID-19 Vaccine Lottery Real?
1,Does Netflix Have Secret Codes To Reveal Movie Genre Lists?
0,Did a Veteran Group Discover a 'Disturbing Child Trafficking Bunker' in Tucson?
0,United Nations Troops to Kill Americans Who Won't Turn in Guns?
1,Do These Pictures Show a Dolphin Hunt in Denmark's Faroe Islands?
1,"""Almost 1 million children ... have no health insurance in this state."""
1,Did Joe Biden Once Vote To Overturn Roe v. Wade?
0,Did Sarah Sanders Give This Snarky Response About Trump's Tax Returns?
0,"No, Don't Use Ivermectin-Soaked Tampons as COVID-19 Prevention"
0,Does Colorado Require Photo ID To Vote In Person?
1,"Says that in 2011, Oregon had ""the second fastest growing economy in the nation."""
1,"""Most research shows that (UW salaries) are a little behind, and (in) some areas we're behind more than others."""
1,"""I was the first member of Congress to contribute to Donald Trump."""
1,"""North Carolina is one of four states"" that hasn't opened gyms."
0,"Did Dolly Parton Say: 'Trump In One Year Is Already Better Than 16 Years of Bush, Obama Put Together’?"
0,Does Andrew Yang Want To Rename NYC Because 'There Isn't an Old York'?
1,Donald Trump Described the Electoral College as a 'Disaster' in 2012
0,Was a New Species of 'Green' Capybara Discovered in 2021?
0,Scientist Missing for Over 20 Years Found Living Inside Secret LSD Drug Lab Hidden in Basement
0,Did the Process to Impeach President Donald Trump Begin in 2017?
0,Did Bill Murray Recommend Eating Children's Ice Cream to Teach About Taxes?
1,Says Texas law requires state agencies to give preference to goods produced and grown in Texas.
1,Did a Pride of Lions Kill and Eat a Suspected Poacher in South Africa?
1,"Did Bill Gates, Steve Jobs, and Other Tech Billionaire Parents Advocate Limiting Children's Technology Use?"
1,Former President George H.W. Bush Has Died
0,"Says Joe Biden said, “Buy a man eat fish, he day, teach fish man, to a lifetime."""
1,Is This Bug with Wings That Look Like Stained Glass Real?
1,"Says President Franklin Delano Roosevelt ""felt there wasn’t a need in the public sector to have collective bargaining because the government is the people."""
1,Did Pope Francis' Instagram Account 'Like' a Racy Photo?
1,"Austin is ""a city that has basically doubled in size every 25 years or so since it was founded."""
1,Could Xylitol — AKA 'Birch Sugar' — Kill Dogs That Eat It?
1,"""We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers."""
1,Did Trump Accuse Sen. Ted Cruz of Fraud in 2016?
0,Was the Last NYC Pay Phone Really Removed?
1,Is the Department of Defense Investing in Bullets That Turn into Flowers?
0,New York Police Raid Hillary Clinton's Property
1,Jackie Robinson: 'I Cannot Stand and Sing the Anthem. I Cannot Salute the Flag'
0,Is 'Squeez Bacon' a Real Product?
1,"""One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending."""
1,Did Carolyn Gudger Stop a School Shooting?
0,Is Walgreens 'Closing Forever in 2021'?
0,Did Bernie Sanders Blame Cops for Crime?
0,Did a Man High on Bath Salts Cut Off His Genitals and Microwave Them?
0,Did Tyson Foods Ditch Labor Day for a Muslim Holiday?
1,“We have a record 9.3 million job openings in the U.S.”
1,"""We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000."""
1,"""Our economy still has three people looking for every job (opening)."""
1,"""We have the highest corporate tax rate in the world. It’s 35 percent."""
0,"U.S. Rep. Alexandria Ocasio-Cortez has secured a seat on the House Financial Services Committee but her ""credit score is 430 and has had two checking accounts closed, along with two sheriff's evictions."""
1,"""We aren't the only state cutting back on public television."""
0,Baby Moose Holds Rainbow Flag
1,"""Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community."""
0,Did the Clinton Foundation Donate $7.1 Million to 'Antifa'?
0,A photograph shows Joe Biden engaging in disturbing behavior with a boy.
1,Is the Trump Administration Selling Subscription 'Big League Boxes'?
1,"""Almost 10 percent of Canadians came to visit Florida last year ... (Canadians) buy 7.4 percent of our homes in the state."""
1,"""If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent."""
0,"No, Biden Didn't Wear a 'Wire' or 'Smart' Contact Lenses During 1st Debate"
0,Did a Traffic Stop Uncover a Bag of Human Penises?
0,Did Draining the Paris Canal for First Time in 200 Years Yield 'Frightening Finds'?
1,Did Ken Dolls Once Have Buddy Allan Dolls?
1,'Sesame Street' Introduces Family with Two Dads
0,Does This Video Show Amy Winehouse Singing at Age 10?
1,Did Smugglers Abandon Two Young Children at the US-Mexico Border?
1,Did Ronald Reagan Warn Against 'Demagogues' Willing to Declare a Trade War Against America's Friends?
1,"""State law says that once the state appraises a piece of property, they can only pay it a certain amount above appraisal."""
1,"Uncompensated care has ""gone down by 30 percent just in the first few months"" of Medicaid expansion in the states that adopted it."
0,Is Rain That Falls in Smoky Areas After a Wildfire Likely to Be “Extremely Toxic”?
1,"""Middle-class income rose to a record level in 2017 as the strong economy lifted the fortunes of more Americans."""
1,Says more Austinites voted in the city’s 1973 election featuring a mayor’s race than in the city’s most recent mayoral election.
0,Does Legalizing Marijuana Necessitate Euthanizing Pot-Sniffing Dogs?
1,Wisconsin Department of Natural Resources Removes References to ‘Climate’ from Web Site
0,“Joe Biden announced to the world tonight that they are going to cheat by dumping ballots.”
0,Hillary Clinton to Be Indicted on Federal Racketeering Charges
1,Did the U.S. Ban Lawn Dart Sales After One Child's Death?
0,Sandra Day O'Connor Calls GOP 'Vile Obstructionists'?
0,There are “absolutely no patients” at Los Angeles hospital considered the center of region's COVID-19 surge.
0,Is This Image of a Lenticular Cloud Over the Giza Pyramids Real?
0,Does a 'New Facebook Rule' About Use of Photos Start Tomorrow?
1,Does This Photo Show a Cat’s Tongue Under a Microscope?
0,Danny Trejo Death Hoax
1,Is the 'Inventor of Autocorrect Died' Sign Real?
1,"Was a 57,000-Year-Old Frozen Wolf Pup Discovered With Fur Still Preserved?"
1,"Herschel Walker misled about “personally treating 4,500 veterans per year,” about “graduating from college” and about “working in law enforcement.”"
1,"Says he ""paid one dollar for"" a sweater at Kohl’s."
0,Will Immersing an Egg in Soda for 24 Hours Dissolve Its Shell?
1,"""Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore."""
1,Is the Door from 'Titanic' on Display at Disney Springs?
0,Did Rep. Alexandria Ocasio-Cortez Forget to Vote for Her Own Bill?
1,Did President Trump Not Recite the Apostles' Creed During President Bush's Funeral?
1,Did the 'Ghostface' Mask Predate 'Scream'?
0,The Sundarbans Ghost Photo
1,"In New York, ""Average college debt - $30,000 per student."""
