Label,Claim
1,"""The Texas power grid is not part of the US power grid because they wanted to avoid federal regulation.”"
1,Did Martha Stewart and Snoop Dogg Promote Bic Lighters Together?
0,“Manipulated Video used in House Impeachment Looks to Have VIOLATED House Rules”
0,Did a Greenpeace Activist Get His Arm Bitten Off After Hugging a Shark?
1,"""It takes quite a while on Election Day to load those ballots, which is why we have the 1 a.m. or 3 a.m. ballot dumping in Milwaukee."""
1,Did 'The Simpsons' Predict Post-Trump Budget Woes?
1,Twenty-two million jobs were created during Clinton’s two terms but only 3 million during Bush’s.
0,"""Wisconsin ranks No. 2 in economic growth"", according to the Federal Reserve Bank of Philadelphia."
0,"The man who killed a motorist who fatally struck a 2-year-old was ""back on the street"" because he had received a 13-year sentence for bank robbery but only ""served two years."""
1,Making Cents
1,"""We are the only industrialized nation that doesn't guarantee workers paid family leave."""
1,"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless."
1,Did Carolyn Gudger Stop a School Shooting?
1,"The UNC athletic director’s $705,000 salary was ""not at market. Not even close."""
1,Niger Innis MSNBC Gaffe
0,"Says that four Democrats — Sheila Jackson Lee, Joe Biden, Elizabeth Warren, and Alexandria Ocasio-Cortez — made specific, suspect remarks about such topics as the Constitution, abortion and guns."
0,Is This Melania Trump's Body Double?
0,"Says Susan Collins ""voted against accountability for opioid makers” and denied taking campaign money from a family who made its wealth selling OxyContin."
1,Did White Supremacists Chant '6 Million More' at Holocaust Remembrance?
0,"""NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country."""
0,“More suicide deaths than coronavirus death past two months.”
1,"""We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common."""
0,"""There are over 700,000 Americans on some watch list or another that would all be captured"" in a Democratic amendment intended to stop suspected terrorists from buying guns."
0,"""If you make more than $250,000 a year … you only really take home about $125,000."""
0,Hillary Clinton Used Hand Signals to Rig Debate?
0,"Says popular food and drink items such as Kraft, Pepsi and Nestle use a flavor enhancement company that ""puts aborted baby fetus cells in their food and drinks."""
0,“President Biden's Air Force One pilot got fired after this vertical take off.”
0,Says a zip tie attached a car is a sex trafficking tactic to mark women as a target and abduct them.
0,Donald Trump Wrote that Being an Atheist Gives Him a Business Edge?
1,"""Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation."""
0,Does 'AR' in AR-15 Stand for 'Assault Rifle'?
1,"""Since 2010, Republicans have won unaffiliated voters in every general election."""
1,"""Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount."""
1,"""The United States has a low voter turnout rate."""
0,"""Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function."""
1,"""Let’s talk about the facts and where we are today. There are still nearly 2,600 children who are separated from their parents"" due to the Trump administration’s zero-tolerance policy."
0,"Says New Jersey’s tenure law ""has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure."""
0,Is the Mandalay Bay Security Guard 'Missing'?
1,Forty-six states have a line-item veto for the governor.
0,"""200 consumer laws were destroyed"" in 2011 when Gov. Scott Walker signed Act 92."
0,"Miami-Dade has ""the nation’s highest-rated tap water."""
1,Says Mitt Romney flip-flopped on a taxpayer protection pledge.
1,Has Warrick Dunn Built More Than 145 Homes for Single Parents?
0,"“In Texas, the power companies have automatically raised the temperature of people's thermostats in the middle of a heatwave without their permission."""
1,Is This ‘Pink Fairy Armadillo’ Real?
0,"Says Sen. Claire McCaskill was named ""most likely to be the most unpopular senator in the United States for four months in a row!"""
0,Did Rep. John Lewis Skip Any Previous Inaugurations?
0,"""I have sent over $400 million to the border of Mexico in the form of Texas Ranger recon teams."""
0,"﻿﻿""Since Mayor Kennedy O’Brien took office Sayreville has issued 22,081 building permits! Now O’Brien is holding secret meetings with big developers."""
0,"China has ""had now the worst year in 57 years."""
0,"""California lawmakers are planning to push free abortion pills on all students across the state as part of a ‘super progressive’ new policy."""
1,"Since President Obama took office, ""2 million jobs. Gone."""
0,“Jaime Harrison is being left off of South Carolina ballots”
1,"""Women’s unemployment has been lower under President Trump than it’s been in nearly 70 years."""
0,Did Doctors Recommend Genital COVID-19 Vaccination Injections for Men?
1,"Republican candidate for governor ""Karen Handel has run a 100 percent negative campaign."""
1,Does This Photo Show a Grocery Store Shopper in a KKK Hood?
0,Does Photo Show Woodward and Bernstein Watching Nixon Resign?
0,"""Jay-Z and Beyonce Attempt to Buy Rights to Confederate Flag to Prevent Further Use."""
0,"Did CDC Lower Speech Milestones for Kids Due to Effects of Masking, Lockdowns?"
1,"For mitigating COVID-19 spread, “masks (are) the number one way to do so."""
0,"Says aquatic life near Alaska, Canada and Australia have been found with cancer and mutations as a result of the Fukushima nuclear disaster."
0,Say water fluoridation started in Nazi Germany ghettos and death camps to pacify the Jews.
1,"Rhode Island has the ""the second-most heavily deployed National Guard in the United States."""
0,"Says a crisis actor played the parts of a shooting victim and the mothers of shooting victims in Las Vegas, Orlando and Thousand Oaks."
0,"PolitiFact Texas says ""Congressman Edwards' attacks on Bill Flores are false."""
1,"""Since that famous day in February where the governor campaigned with Barack Obama on behalf of the stimulus program, 211,000 Floridians have lost their jobs."""
0,"A ""catch and release"" immigration policy ""is a Democrat rule, Sherrod Brown, this is a Democrat rule."""
0,“Mitt Romney has been asked to lead Health and Human Services in Biden administration.”
1,Hillary Clinton Buys Weather Channel Ads During Hurricane Matthew?
0,Was White Supremacist Who Killed Protester a Democrat Who Visited Obama in Oval Office?
0,"""When I was speaker, we had four consecutive balanced budgets."""
0,"Perpetrators of school shootings ""have been drugged in many cases … many of these young boys have been on Ritalin since they were in kindergarten."""
0,"Foxconn hasn't hit job targets on its massive Wisconsin factory because ""No. 1, you had a pandemic."""
1,"Says Scott Walker is proposing to add 485 employees ""in the category of supervisor and management"" to his Department of Administration."
1,"Young women, ""account for a shocking 74% of all new HIV infections among adolescents in Africa."""
1,Is This a Real Video of a Man Riding a Hoverboard in Traffic?
0,“We have one of the lowest mortality rates in the world” from COVID-19.
0,"""America came along as the first country to end (slavery) within 150 years."""
0,"""Trump wants to deport American Indians to India."""
0,"""Gas prices have never been higher, and Exxon Mobil's profits have never been higher."""
0,“California is registering non-citizens to vote and has refused to cooperate with the Federal Election Integrity Program.”
0,“Biden impeachment in progress.”
0,Paul Ryan Confesses on National TV
0,Billy Graham's 'Prayer for Our Nation'
1,"In the latest jobs numbers Wisconsin ""ranked third in the Midwest."""
0,Is the Department of Defense Planning a Communications Drill to Coincide with 'Antifa' Demonstrations?
1,"Says ""in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union."""
0,Did Facebook Posts Describe a Real Attempted Kidnapping Involving an Uber Driver in Tampa?
1,U.S. Highway Numbering
0,"Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 — with zero basis in science — to make billions of dollars."""
0,"When it comes to taking cuts in tough budget times, Wisconsin ""state workers haven’t had to sacrifice."""
1,"""After a decade of progress, the rate of uninsured children is now rising."""
0,"Says that ""when Congressman (Steve) Cohen took office in 2007, the unemployment rate was at 4.8 percent. The unemployment rate in Shelby County has reached 9.7 percent."""
0,Obama Evicted from His DC Mansion for Breaking One Major Clause in His Lease?
0,“WHO now saying you do not need to wear a mask.”
0,"Bill McCollum ""backed Jim Greer's effort to hide financial irregularities."""
1,"Says Joe Biden “voted for the Iraq War … He supported war in Serbia, Syria, Libya.”"
0,Is This Pope Francis Dancing Merengue?
0,"In the recent House special election in Florida, Democrats ""got outspent in a Republican district."""
0,Did Jake Tapper Go on a Racist Tirade?
0,"""We've seen local union after local union rush to their school boards, their city councils, their technical school boards and rush through contracts in the past two weeks that had no contributions to the pension and no contribution to health care."""
0,"ExxonMobil CEO Rex Tillerson ""will have to divest his holdings, that’s a requirement"" to serve as Secretary of State."
0,"With COVID-19, vaccinated people ""are the real threat to"" unvaccinated people."
1,"“Kids are less likely to get it (COVID-19). You know, they’re less likely to spread. So I think there’s some pretty good data out there that will help alleviate some of the concerns.”"
0,"For the first time in U.S. history, a one-year-old appears in court as a defendant."
0,"Milwaukee County has ""a parks capital budget that’s bigger than it’s been in the last 10 years."""
0,Did Barron Trump Benefit from Birthright Citizenship?
0,An image of a newspaper article says “True Bethel Baptist Church becomes the first church in NYS to receive a liquor license.”
0,Did Thousands of Marines Apply for White House Detail After Trump Became President?
0,Is the 'Rangers Spot Giant Lion' Story True?
1,Did Google Identify Richard Grenell as President in March 2021?
1,"Says allowing the payroll tax holiday to expire would end up ""costing another estimated 900,000 jobs in 2012."""
0,Scott Wallace wants to tax families of five for 'irresponsible breeding'
1,Georgia has had ʺmore bank failures than any other state.ʺ
1,"""Hackers broke into Virginia's prescription-drug database (and) ... obtained more than 8.2 million patient records and a total of nearly 36 million prescriptions."""
0,"""We’ve got 600-plus police and fire pensions Downstate that are on the cusp of insolvency because they don’t have the revenues that they need to be able to keep those pensions going."""
0,"Says Trump told Fox News ""the Democrats can subpoena me and my administration for the next 10, 15, 20 years and we will never capitulate. They need to face the fact that I am in charge, this is my country and I will do as I please, they have no control over me. The people support me and will always support me."""
0,Says Nancy Pelosi bought $1.5 million “in foreign oil stock day before shut down of American line.”
1,Died Onstage
0,Kim Davis Seated Next to Gay Couples at SOTU?
0,"Says Kamala Harris said, “I don’t like Joe Biden and do not like his history with certain people or who he’s aligned with, he’s trash to me.”"
0,“System 'Glitch' ... In Wisconsin - Reversal of Swapped Votes Removes Lead from Joe Biden.”
1,Did Biden Adviser Jake Sullivan Say 'We Could Not Give Afghan Forces the Will' To Fight Taliban?
1,"""Expanding Medicaid would bring 40,000 jobs to North Carolina."""
0,Map shows that wildfires stop at the US.-Canada border.
1,"When Honduran children came into this country, ""Secretary Clinton said send them back."""
1,"""I was never against same-sex marriage."""
0,"When Standard & Poor's ""dropped our credit rating, what they said is, we don't have an ability to repay our debt. ... I was proved right in my position"" that the debt ceiling should not have been raised."
1,"Says Hillary Clinton called the Trans-Pacific Partnership ""the gold standard. You called it the gold standard of trade deals. You said it’s the finest deal you’ve ever seen."""
0,"""Beto O'Rourke's Plan to Take 'Trans' Children from Parents."""
0,"Did Kevin Garnett Say 'If You Can't Win Alone, You're Considered a Bum?'"
0,"Says Hillary Clinton's Iran nuclear deal ""lined the pockets of the world's number one state sponsor of terrorism with your money."""
0,"""The National Debt in my first month went down by $12 billion."""
0,Image from news broadcast shows a hospital in France trying to pass off a mannequin as a COVID-19 patient.
0,"“CDC COVID-19 survival rates” are 99.997% for people ages 0 to 19, 99.98% for people ages 20 to 49, 99.5% for people ages 50 to 69, and 94.6% for people over 70."
0,Does This Photograph Show Che Guevara Executing Two Women?
0,"“Gina Haspel, CIA head is dead!”"
0,Says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”
0,"""The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working."""
0,"Says Tom Cotton ""voted against preparing America for pandemics like Ebola."""
0,"""I was one of the few, very few, who voted `no’ on the Iran deal."""
1,"""The fastest-growing part of the Pentagon’s budget are health care expenses."""
0,"""[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia."""
1,"Yes, Austria Announced Compulsory Nationwide COVID-19 Vaccination"
1,"Says Texas has one state inspector for every 4,500 oil and gas wells."
1,Is This a Real Message Displayed at a COVID-19 Anti-Lockdown Protest?
1,Does This Video Show a Truck Destroying a Drive-Through Bank Canopy?
0,Did a Dog Defecate on the Steps of 10 Downing Street?
0,"Says Gen. David H. Berger said, “No mandatory vaccinations for my Marines.”"
0,Cruz and Rubio Tweet That They Will Not Support Donald Trump
1,"""If out-of-state drivers paid gas tax, they would contribute $73 million to fix our roads"""
0,"Says Mike Gibbons said ""military service doesn't count as real work."""
1,A Texas GOP lawmaker recently introduced a bill that would allow the death penalty for women who have an abortion.
1,Was Donald Trump's Family Surname Once 'Drumpf'?
0,"""If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers."""
0,"The migration of Hondurans toward the United States ""was funded by Democrat activists."""
0,"Says a photo of Trump smiling with staff at a hospital in Dayton, Ohio, was staged and the nurses were paid actors."
0,Hillary Clinton Cut Her Tax Bill by 'Donating' $1 Million to Herself via the Clinton Foundation?
0,What Are Welsh Rabbit and Welsh Rarebit?
0,"""Breaking: Czech Republic arms citizens. You can now shoot terrorists on sight."""
1,Did US Gas Prices Drop Below $2 Under Trump?
0,"Russia unveiled a nuclear weapon, ""Satan 2,"" that is ""capable of destroying everything breathing in the world."""
0,"Says ""President Obama is using executive actions to impose gun control on the nation, targeting the top-selling rifle in the country ... with a ban on one of the most-used"" assault rifle bullets."
1,Did Sean Hannity Vape On Air?
0,"Foxconn has already ""made a positive impact across Wisconsin with more than 1,000 new jobs."""
0,“Facts have now come out to show conclusively” that the 2020 presidential election wasn’t legitimate.
0,Are These Towering Snow Walls in Massachusetts?
0,Does John Hagee Want to Prosecute Women Who Say God's Name During Intercourse?
0,Images show Highland Park shooter had antifa connection
0,“Embalmers finding ‘strange clots’ in jabbed people”
0,Motorcycle Curfew in 11 States?
1,"""As a former federal prosecutor, I prosecuted over 4,000 cases."""
0,“Drunk” Nancy Pelosi “was removed from the House floor for cursing at Republicans.”
1,Did Study Find Vegan Diet Could Be Better for Dogs' Health than Meat-Based Diets?
1,Does FamilyTreeNow Display Sensitive Personal Information?
0,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said ""he didn’t believe women belonged in the workplace"" but belonged ""at home, cooking and cleaning and having babies."""
1,"Minneapolis ""city government preemptively informed the Target Center that it would be responsible for $530,000 in security and other costs"" related to a Trump rally, ""more than 26 times the estimated security costs for a 2009 Target Center health care rally held by President Barack Obama."""
0,"""We can save $125 billion in simply not giving out money to Medicare recipients that don't exist for procedures that didn't happen."""
0,"Says Donald Trump said, ""Immigrants aren’t people, they’re animals."""
0,"Veterans should vote Republican ""because the damn Democrats blocked the VA Healthcare bill again."""
0,Nike Doesn't Make Elephant Skin Shoes
1,"“That 5% (wealth tax) starts at $159,000 per family.”"
1,"Wisconsin was the ""first state to ban public and private sector employment discrimination based on sexual orientation."""
0,Did Madonna Say She Would Vote for President Trump in 2020?
0,"""We have the highest rate of childhood poverty of any major country on Earth."""
0,"""I want clean air. I want crystal clean water. And we’ve got it. We’ve got the cleanest country in the planet right now."""
1,Federal law prohibits the growing of industrial hemp in the United States.
0,"Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were ""beating on the windows and rocking the vehicle."" When the car was ""extricated"" from the crowd, a truck blocked a second exit."
0,"Says Donald Trump said, ""Make no mistake: They’re not after me. They are after you; your guns, your Christian values, your freedom. I’m just in their way."""
0,"Democratic National Committee staffer Seth Rich ""apparently was assassinated at 4 in the morning, having given WikiLeaks something like 53,000 emails and 17,000 attachments. ... It turns out, it wasn’t the Russians."""
0,"Girl Scouts USA’s curriculum ""promotes Margaret Sanger, founder of Planned Parenthood, Betty Friedan, founder of NARAL Prochoice, and other pro-abortion women as icons for our children to emulate."""
0,Did the Trump Boat Parade Result in This Sunken Ship Photo?
0,Empty store shelves at a Walmart in South Carolina were because of a meat shortage.
1,"Gov. Kim Reynolds, touting $210 million for Iowa broadband, “failed to mention these are actually federal funds approved by Rep. Cindy Axne and signed into law by President Joe Biden.”"
1,Did TikTok Videos 'Expose' Frozen Food Served at Panera Bread?
1,"""The number of COVID-19 deaths recorded so far in 2021 has surpassed the total for 2020."""
0,"""The majority of women are minimum wage workers."""
1,“We have more oil and gas permits than ever before right now.”
0,"""Obamacare could cause 20 million people to lose their current coverage."""
0,Says people are moving to Milwaukee “in record numbers”
0,"""Under the plan, for the first five years your employer not only has to keep the coverage, but you can't migrate to the public plan."""
0,The U.S. Justice Department “conservatively estimated that guns are used 1.5 million times per year to save lives.”
0,“Vitamin D levels of 50 ng/mL correlates to zero mortality rate from COVID.”
0,"""In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent."""
0,"Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs."""
0,Did Marvelous Marvin Hagler Die From COVID-19 Vaccination?
0,Is Bill Clinton on His Death Bed in Arkansas?
0,"""We've made other countries rich while the wealth ... of our country has dissipated over the horizon."""
0,Trump Haters and Trump Supporters
1,"""Twenty-three million Americans suffer from addiction, but only 1 in 10 get treatment."""
0,Is Arby's Roast Beef 'Liquid Meat'?
0,"Unemployment numbers ""are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, it's a total disaster."""
0,"Says ""people who come to"" their dissent actions ""get a ‘cease and desist’ letter"" from Ron Johnson's office."
0,"The effort to recall California Gov. Gavin Newsom is ""a coup."""
1,Did Trump Praise China for Its 'Transparency' on COVID-19?
1,The governor’s budget proposal reduces the state austerity cut to education to under $500 million for 2016.
0,"""Congress has cut funding, has slashed funding, for veterans' benefits over these last years."""
1,"Kelly Ayotte ""has voted to defund Planned Parenthood"" six times."
0,"The COVID-19 vaccine caused Ashton Kutcher to lose “vision, hearing and ability to walk.”"
0,"""After prohibition ended, police deaths didn't reach 200 a year again until the year Nixon declared war on drugs."""
0,Did Churchill Say 'People With Contempt for Their Heritage Have Lost Faith in Themselves'?
0,"Says ""Scott Walker’s bad budget includes: No weekend for workers."""
1,"""RIPTA has really some of the fullest buses for its transit agency size around the country."""
0,Video claims Google Street View shows Antarctica with green vegetation and brick buildings.
0,"""The last time Illinois raised the minimum wage in 2006, the very next year this state lost 50,000 jobs. The prediction this time is, we’ll lose 90,000 jobs."""
1,'Livin' on the Edge' Truck Accident
0,Putin Gives Obama Ultimatum
1,"Says that ""when federal bureaucrats wanted to prohibit the use of wooden cheese boards, which help make tens of millions of pounds of cheese a year"" she ""stepped in, helped eliminate the regulations."""
0,"A photo of ""Obama’s White House staff"" shows the alleged Ukraine whistleblower."
0,Was a Whale Spotted Under the Mackinac Bridge?
0,Does a Video Show a Maskless Biden Birthday Celebration in 2020?
0,"Quotes Benjamin Franklin as saying ""We are all born ignorant, but one must work hard to remain stupid."""
1,"Mitt Romney ""drove to Canada with the family dog Seamus strapped to the roof of the car."""
0,"""Senator Obama has voted 94 times to either increase your taxes or against tax cuts."""
0,"""President Barack Hussein Obama kept 33 million pages of documents, much of them classified. How many of them pertained to nuclear? Word is, lots!"""
0,"A photo shows a Mexican police officer ""brutalized by members of this caravan as they attempt to FORCE their way into Mexico."""
0,Leaving @[4:0] as a Facebook comment can reveal if your account has been hacked.
0,Is Rain That Falls in Smoky Areas After a Wildfire Likely to Be “Extremely Toxic”?
0,"Says Rick Perry recently said he ""wanted another (Texas) business tax."""
0,"""Woodrow Wilson borrowed $30 billion to fund World War I in 1917. That money has not been paid back. And we are still paying interest on it."""
0,Did a Former Police Dog Keep Barking at a Tree?
0,A CNN headline shows Uganda’s president saying he doesn’t support Ukraine because it would be “disgusting.”
0,Did the United States Military Ban Green Card Holders From Enlisting?
1,Were Clips of Tucker Carlson Being Aired on Russian TV?
0,"The new tax law is ""kicking the American economy into high gear with $5.5 trillion in tax cuts."""
0,"Says Chelsea Clinton tweeted, ""If Jesus were alive today he'd be working at Planned Parenthood."""
0,"Says Betsy DeVos and her family ""have donated extensively to groups which promote the idea that students who identify as LGBT must undergo 'conversion' therapy."""
0,Paul Teutul Death Hoax
0,Did Thomas Jefferson Say 'Banks and Corporations Will Deprive' People of 'All Property'?
1,Did the Proud Boys Disparage Trump as His Presidency Ended?
0,Are These Claims About the Effectiveness of Face Masks True?
0,"Says ""Michael Jordan resigns from the board at Nike-takes ‘Air Jordans’ with him."""
1,"""As attorney general, I have prosecuted judges, district attorneys and other public officials across Texas who violated that (public) trust, who have been corrupted."""
0,"Says Wisconsin Assembly Republicans voted to repeal a law that ensures ""that women cannot get paid less than a man for doing the same job."""
0,"""We are now, very proudly, an exporter of energy to the world."""
0,Photo shows “Lynn Rothschild and her eating babies decor.”
0,Did Trump Tweet This About Goodyear?
0,"""Obama ... gave almost a million dollars to the (Kenya) opposition campaign who just happened to be his cousin, Raila Odinga."""
1,"After the minimum wage for tipped workers was raised in Maine, the state ""reversed that decision due to restaurant employees organizing en masse against the measure."""
0,Spider Bursts Out of Overripe Banana?
0,"Rhode Island Treasurer Gina Raimondo ""raised the mortality rate from 65 to 87"" and ""used a 1994 annuity chart"" to create the pension crisis."
0,John D. Rockefeller coined the term “fossil fuel” to trick people into thinking that his product was scarce and drive up the price when fossil fuels are actually “the second most abundant liquid on the planet.”
0,Was This a Real 'Wheel of Fortune' Puzzle?
1,Did Joe Biden Mention His 'Hairy Legs' In Public Remarks?
0,“There was tremendous cheating in New York”
0,"""Trump’s Android device believed to be source of recent White House leaks."""
0,"""I started the whole year"" as a senior on the University of Illinois football team and ""led the team in interceptions and tackles from defensive back."""
1,Did Neil Armstrong Flub His First Words on the Moon?
1,"""Americans are 25x more likely to be shot & killed than others in developed countries."""
0,Did not vote for tax increases as a member of the West Miami City Commission.
0,Suge Knight Death Hoax
1,"""Jim Renacci tried to avoid paying taxes on nearly $14 million that he made."""
0,Is This a Cat with a 'Lion Cut'?
1,"""Seventy-six percent of the American people support us passing the DREAM Act … with citizenship and legalization as part of it all. … More than 60 percent of Republicans support that."""
0,"""The Supreme Court ruled that border agents can enter anyone’s home within a 100-mile radius of the border without a warrant for any reason and federal courts cannot do anything about it."""
1,“No state gets back less from Washington than New York state.”
1,"""Ohio has one of the highest provisional ballot rates in the country, and many of them go uncounted each election."""
0,"Planned Parenthood ""raked in more than $300 million in profits over the past four years."""
0,Is 'Ecneics' ('Science' Spelled Backwards) a Pagan Word?
1,"""The Canadians — they (dropped) their tax rates to 15 percent. The average tax rate on businesses in the industrialized world is 25 percent."""
0,Says CNN reported Queen Elizabeth II died.
0,"Says the government has ""gotten the TARP money back plus a profit."""
0,"Says Ted Kennedy met ""with the KGB in order to beat Ronald Reagan in 1984."""
1,"""One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending."""
1,"""I would be the first Republican senator elected in New Jersey in 41 years."""
1,"In New York, ""Average college debt - $30,000 per student."""
0,Did a Woman Come Out of Her Grave and Walk After Being Dead for 3 Years?
0,Is Costco Closing Stores 'Across the Nation'?
1,Man Found Decapitated and Castrated Behind Walmart Store
0,"Says Betty White said Dec. 28, days before she died, “Eat healthy and get all your vaccines. I just got boosted today.”"
0,"Spicer: ""Trump has the legal right to cancel SCOTUS because they serve at his pleasure"""
0,Did Ted Cruz Tweet ‘I’ll Believe in Climate Change When Texas Freezes Over'?
1,Did Ann Coulter Tweet That 'Men Have No Choice But to Rape ...'?
0,"Says President Barack Obama ""built this $16 trillion debt."""
1,"Says female genital mutilation is ""a central African problem,"" not an Islamic problem, as Bill Maher suggested."
0,Was Woman Removed from Flight for Insisting on COVID-19 Vaccinations?
1,"""Florida is 49th in per capita spending on mental health care."""
0,"Says the Southwest Florida Water Management District has $850 million in reserves, enough money in savings to run without levying taxes for more than two years."
0,"When Susan Rice spoke about Benghazi on Sunday news shows, she said ""that al-Qaida might be involved, or other al-Qaida affiliates might be involved, or non-al-Qaida Libyan extremists, which I think demonstrates that there was no effort to play that down."""
1,Did a Fox News Guest Say 'Russia Is Now Being Canceled'?
1,"The Seminole gambling compact offers ""$3 billion in guaranteed revenue, the largest share for any state in history."""
0,Did 50K Ballots Suspiciously Appear at Polls Overnight in Georgia Senate Runoffs?
0,Did Barack Obama Attend Columbia University as a Foreign Student?
0,"""According to a recent study from the University of California Riverside, (sanctuary) cities with these policies have more violent crime on average than those that don’t."""
0,"""Inner-city crime is reaching record levels."""
0,"Says Nancy Pelosi “wants to remove votes from soldiers overseas” and said, “They don’t even live here.”"
0,"Building and running the Atlanta Streetcar is projected to create 1,399 jobs."
0,“It’s actually the safest time to fly.”
0,Baby Moose Holds Rainbow Flag
0,Does This Video Show Amy Winehouse Singing at Age 10?
1,Did The Washington Post Remove a Quote That Painted Kamala Harris in a Bad Light?
0,"""ISIS lures women with kittens, nutella."""
1,"As mayor, Barrett led efforts to redevelop the Menomonee Valley, ""which now supports nearly 4,000 jobs in Wisconsin."""
0,"Says Pat Robertson said, ""We must impose a rule on the gay population that would require them to wear specially-colored clothes."""
0,Says Sen. Thom Tillis “doesn’t think restaurant workers should have to wash their hands.”
1,"“During the flu pandemic of 1918, some cities lifted social distancing measures too fast, too soon, and created a second wave of pandemic.”"
1,Did Bricks of Cocaine Wash Up on Beaches After Hurricane Dorian?
0,"""Intensifying Hurricane Willa headed directly toward 10,000 migrant caravan path."""
0,"""There are more oil rigs in operation in the United States than the rest of the world combined."""
1,Were AR-15s Used in Every Major Mass Shooting in the United States After Aurora?
0,Did a Grandmother with AK-47 Save Cops Being Attacked by a Street Gang?
1,"""How many federal rulings have NOW found intentional discrimination by #Txlege since 2011? 6."""
0,Does This Pic Show Fall Foliage in Upstate New York?
1,"Says Mitt Romney suggested that ""employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage."""
0,"Says Rep. Paul Ryan’s budget proposal ""would effectively double the interest paid out on existing and future student loans."""
0,"Father Mourns Wife, Children Killed in Car Crash?"
0,"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children."""
0,"""NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming."""
0,Binghamton University Offers 'Stop White People' Course
0,Did Mark Zuckerberg 'Brag' About Banning Pro-Life Ads Before Ireland's Abortion Referendum?
0,"Because of the current immigration crisis, Republicans want to ""repeal"" a 2008 law that President George W. Bush signed and ""want to be on record as not wanting to protect children from ... sex trafficking."""
1,"Says Rebecca Kleefisch played a key role in the Foxconn deal, “the largest attempted government handout to a foreign company in American history."""
1,"""Bernie Sanders voted against the Brady Bill -- background checks and waiting periods."""
1,"Says Paul Ryan ""has not had a public town hall within the district for over 600 days."""
1,"""The Clintons' foundation took millions from foreign governments"" including United Arab Emirates and Saudi Arabia."
1,"Says he vetoed $250,000 from the budget for a program to learn how to catch rainwater."
0,"""The person that shot Ashli Babbitt — boom — right through the head — just boom — there was no reason for that."""
0,"""The Notebook is finally getting a sequel. Producers of the upcoming film confirmed .... that filming will begin in Jacksonville, North Carolina this summer."""
0,"""More than 1,000 American soldiers have lost their lives in Afghanistan in the last 27 months. This is more than the combined total of the nine years before."""
1,Are Poisonous Hammerhead Worms ‘Invading’ Parts of the US?
0,Did Arizona's Drug Testing Program for Welfare Recipients Catch Just One Person?
0,“Joe Biden’s Dept. of Energy Blocked Texas from Increasing Power Ahead of Killer Storm”
0,"Says Donald Trump ""asserted that immigrants would quote, ‘carve you up with a knife’."""
0,"Says imposters in hazmat suits are going door to door in Stockton, Calif., saying they are checking residents for fever or COVID-19, but they “will enter your home and physically attempt robbery.”"
1,"""Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense."""
1,"""The Republicans have demanded deep cuts in education. They've demanded cuts in cancer research and other research to find cures and treatments to diseases."""
0,"Says Marco Rubio ""voted to deport"" young people known as Dreamers."
0,Does Breyers Ice Cream Not Melt?
0,"“... in 2013 Obama determined Social Security would not send checks through the USPS, because it was not secure”"
0,"The salaries of Wisconsin’s best-educated public school teachers were ""slashed"" by Gov. Scott Walker through a recent administrative rule change."
0,Was Kelly Clarkson Fired from 'The Voice'?
0,A schedule proves Donald Trump was recently participating in presidential activities.
0,Avoid 'Chick-fil-A Fans' Facebook Pages That Push Prize Scams
0,"Margaret Sanger, founder of Planned Parenthood, referred to Black women as weeds that needed to be plucked from their garden, and was a supporter of the Ku Klux Klan and a Democrat."
1,Did Grimes Unsuccessfully Sail the Mississippi in Homemade Houseboat?
1,Did USA Today Post Article Mocking Kyle Rittenhouse for So-Called 'Crocodile Tears'?
